employee_index,user_id,user_role,department,experience_level,task_type,AI_tool_used,hours_worked_per_week,time_saved_per_week,satisfaction_score,performance_improvement_pct,usage_frequency,country,remote_status,predicted_time_saved
632,U0632,Developer,Tech,Mid,Documentation,Copilot,36.7,9.4,5,19.6,Daily,Japan,Hybrid,8.359728390129854
633,U0633,Financial Analyst,Finance,Senior,Report Writing,ChatGPT,38.9,6.7,3,20.1,Daily,USA,Office,7.396417451383427
634,U0634,Developer,Tech,Junior,Documentation,Copilot,41.1,3.9,2,15.4,Weekly,India,Hybrid,5.559940790908062
635,U0635,Designer,Marketing,Mid,Image Generation,Notion AI,54.0,6.8,3,18.8,Daily,UK,Hybrid,6.972744651219723
636,U0636,Manager,Management,Mid,Scheduling,Gemini,38.6,6.0,4,16.5,Daily,UK,Office,7.0356632502213605
637,U0637,Developer,Tech,Senior,Code Review,Gemini,39.3,9.8,6,24.3,Daily,India,Hybrid,10.177530026919097
638,U0638,Marketing Specialist,Marketing,Mid,Market Research,ChatGPT,44.0,8.9,4,30.3,Weekly,Japan,Remote,10.258593299205545
639,U0639,Data Analyst,Tech,Mid,Report Writing,Gemini,38.2,10.2,5,28.7,Daily,UK,Hybrid,10.484993857213626
640,U0640,Marketing Specialist,Marketing,Senior,Email Drafting,Gemini,48.7,11.6,8,27.2,Daily,Australia,Remote,12.054959642848559
641,U0641,HR Specialist,HR,Senior,Report Writing,Gemini,39.6,8.3,6,17.6,Weekly,Japan,Office,8.612774133571705
642,U0642,Financial Analyst,Finance,Senior,Email Drafting,ChatGPT,42.8,4.8,2,12.3,Weekly,USA,Hybrid,4.974687729574525
643,U0643,Developer,Tech,Junior,Bug Fixing,Gemini,36.8,8.9,6,18.8,Daily,Japan,Hybrid,8.754290449030607
644,U0644,Data Analyst,Tech,Mid,Data Analysis,ChatGPT,45.7,9.0,4,23.7,Daily,USA,Hybrid,8.7171919714305
645,U0645,Marketing Specialist,Marketing,Mid,Market Research,ChatGPT,41.5,6.6,3,17.2,Daily,UK,Hybrid,6.599071602062136
646,U0646,Developer,Tech,Senior,Documentation,Copilot,49.7,15.0,8,43.6,Daily,Australia,Hybrid,15.885108396713822
647,U0647,HR Specialist,HR,Junior,Report Writing,Notion AI,42.8,6.0,2,15.4,Daily,USA,Office,5.559940790908062
648,U0648,Financial Analyst,Finance,Senior,Report Writing,ChatGPT,39.3,6.2,4,15.5,Weekly,UK,Office,6.922181042221034
649,U0649,Designer,Marketing,Junior,Ideation,Gemini,51.7,6.6,4,14.0,Weekly,Japan,Remote,6.433124087226511
650,U0650,Marketing Specialist,Marketing,Senior,Ideation,Notion AI,40.7,8.9,5,21.5,Occasional,USA,Remote,8.923528583727652
651,U0651,Data Analyst,Tech,Junior,Report Writing,Gemini,35.7,6.2,3,10.8,Occasional,UK,Hybrid,5.0857043817456695
652,U0652,Manager,Management,Senior,Email Drafting,Copilot,34.3,8.8,4,25.9,Weekly,India,Hybrid,9.351055861745346
653,U0653,Developer,Tech,Senior,Code Review,Other,36.3,10.8,4,25.8,Daily,Canada,Hybrid,9.327701296172998
654,U0654,Financial Analyst,Finance,Junior,Data Analysis,ChatGPT,44.8,11.3,5,25.3,Daily,Japan,Remote,9.672263604067634
655,U0655,HR Specialist,HR,Mid,Email Drafting,Gemini,49.1,3.2,2,8.2,Weekly,USA,Office,3.8970870933850437
656,U0656,Marketing Specialist,Marketing,Junior,Copywriting,Notion AI,35.1,8.6,5,20.0,Daily,Germany,Remote,8.434471628733128
657,U0657,Designer,Marketing,Senior,Image Generation,Copilot,42.7,10.0,5,24.1,Daily,USA,Hybrid,9.530747288608731
658,U0658,Designer,Marketing,Junior,Ideation,Notion AI,37.5,4.6,3,7.5,Occasional,USA,Hybrid,4.315003717858147
659,U0659,Data Analyst,Tech,Mid,Query Generation,Gemini,46.9,4.3,2,5.9,Occasional,India,Hybrid,3.359932085221013
660,U0660,Marketing Specialist,Marketing,Junior,Copywriting,Gemini,45.7,8.7,6,24.8,Weekly,USA,Hybrid,10.155564383371557
661,U0661,Developer,Tech,Mid,Documentation,ChatGPT,44.9,5.9,3,17.4,Weekly,India,Remote,6.645780733206834
662,U0662,Marketing Specialist,Marketing,Mid,Market Research,Notion AI,40.1,14.2,8,39.7,Daily,USA,Hybrid,14.85421689166904
663,U0663,Data Analyst,Tech,Senior,Data Analysis,ChatGPT,39.9,11.4,6,30.3,Daily,India,Remote,11.578803961260046
664,U0664,Manager,Management,Mid,Report Writing,Copilot,37.4,14.4,8,40.1,Daily,India,Hybrid,14.947635153958437
665,U0665,Financial Analyst,Finance,Junior,Report Writing,Notion AI,35.2,11.1,6,26.5,Daily,India,Hybrid,10.552591998101493
666,U0666,Marketing Specialist,Marketing,Senior,Ideation,Gemini,50.8,8.1,5,23.3,Daily,Germany,Hybrid,9.343910764029937
667,U0667,Designer,Marketing,Mid,Copywriting,Notion AI,47.0,8.1,6,22.9,Daily,India,Office,9.730502661183044
668,U0668,Developer,Tech,Junior,Bug Fixing,Copilot,40.0,4.9,3,7.9,Occasional,USA,Hybrid,4.408421980147544
669,U0669,Designer,Marketing,Mid,Image Generation,Gemini,38.3,10.8,6,22.8,Daily,India,Office,9.707148095610695
670,U0670,HR Specialist,HR,Junior,Policy Q&A,Gemini,41.8,4.7,3,15.0,Weekly,USA,Office,6.066596135784334
671,U0671,Developer,Tech,Mid,Bug Fixing,Copilot,46.1,8.2,5,23.4,Daily,India,Remote,9.247201881879121
672,U0672,Marketing Specialist,Marketing,Junior,Market Research,Gemini,42.7,6.8,5,19.0,Weekly,UK,Remote,8.200925973009637
673,U0673,Designer,Marketing,Senior,Copywriting,Notion AI,46.0,6.7,4,11.4,Daily,USA,Remote,5.964643853754719
674,U0674,Financial Analyst,Finance,Mid,Data Analysis,Copilot,42.0,7.4,3,16.4,Daily,USA,Hybrid,6.412235077483343
675,U0675,Marketing Specialist,Marketing,Junior,Copywriting,Gemini,45.6,9.3,6,18.3,Weekly,Japan,Remote,8.637517621168863
676,U0676,Marketing Specialist,Marketing,Senior,Email Drafting,Notion AI,42.9,3.2,2,8.5,Occasional,Japan,Hybrid,4.087214237825256
677,U0677,Manager,Management,Mid,Strategy,ChatGPT,43.0,6.7,3,17.8,Daily,Germany,Hybrid,6.739198995496231
678,U0678,Financial Analyst,Finance,Mid,Data Analysis,Copilot,43.5,8.0,4,16.1,Weekly,India,Remote,6.942244987931964
679,U0679,Marketing Specialist,Marketing,Senior,Email Drafting,Gemini,42.1,6.3,4,9.2,Weekly,UK,Hybrid,5.450843411163038
680,U0680,Financial Analyst,Finance,Mid,Email Drafting,ChatGPT,45.8,8.8,4,22.2,Daily,Germany,Office,8.366873487845263
681,U0681,Financial Analyst,Finance,Senior,Forecasting,ChatGPT,38.6,11.9,6,31.8,Daily,Germany,Office,11.929122444845284
682,U0682,Manager,Management,Mid,Strategy,Notion AI,39.5,4.3,1,12.4,Daily,Australia,Hybrid,4.27790524025804
683,U0683,Financial Analyst,Finance,Mid,Forecasting,ChatGPT,45.6,7.1,4,10.9,Weekly,UK,Hybrid,5.7278075781698075
684,U0684,Data Analyst,Tech,Junior,Query Generation,ChatGPT,43.6,7.1,3,18.8,Daily,India,Hybrid,6.9540696275336025
685,U0685,Designer,Marketing,Junior,Image Generation,Gemini,45.1,5.4,3,12.7,Daily,Germany,Hybrid,5.529441127620303
686,U0686,Designer,Marketing,Mid,Ideation,Other,34.4,7.4,3,19.1,Weekly,Japan,Hybrid,7.042808347936771
687,U0687,Marketing Specialist,Marketing,Mid,Email Drafting,Gemini,36.3,4.3,4,11.5,Occasional,USA,Office,5.867934971603903
688,U0688,HR Specialist,HR,Mid,Email Drafting,Gemini,34.7,6.8,3,15.2,Daily,Japan,Hybrid,6.131980290615153
689,U0689,Developer,Tech,Junior,Bug Fixing,Other,44.7,6.7,3,18.4,Weekly,Germany,Remote,6.860651365244205
690,U0690,Marketing Specialist,Marketing,Senior,Copywriting,Notion AI,37.3,5.8,3,13.8,Daily,India,Hybrid,5.925079820325431
691,U0691,Developer,Tech,Junior,Code Review,Copilot,50.8,9.6,4,22.1,Weekly,Japan,Remote,8.324843898586794
692,U0692,Marketing Specialist,Marketing,Junior,Ideation,Gemini,42.1,8.5,5,16.5,Daily,Germany,Remote,7.617061833700909
693,U0693,Financial Analyst,Finance,Senior,Data Analysis,ChatGPT,43.6,5.2,2,14.3,Weekly,USA,Office,5.4417790410215074
694,U0694,Designer,Marketing,Junior,Asset Creation,Copilot,33.7,12.4,6,32.3,Daily,India,Hybrid,11.907156801297743
695,U0695,Marketing Specialist,Marketing,Senior,Ideation,ChatGPT,48.0,9.8,5,25.8,Daily,UK,Hybrid,9.927774903338666
696,U0696,Developer,Tech,Senior,Documentation,Copilot,39.2,9.4,5,23.7,Weekly,Germany,Hybrid,9.437329026319334
697,U0697,Designer,Marketing,Junior,Asset Creation,Notion AI,45.1,8.3,4,23.3,Weekly,Canada,Remote,8.605098685454983
698,U0698,Data Analyst,Tech,Junior,Visualization,Notion AI,37.6,5.8,3,16.2,Weekly,Australia,Hybrid,6.346850922652523
699,U0699,Financial Analyst,Finance,Mid,Data Analysis,Notion AI,44.3,5.9,3,19.6,Weekly,USA,Hybrid,7.159581175798516
700,U0700,Designer,Marketing,Mid,Image Generation,Notion AI,30.0,8.6,6,17.8,Weekly,USA,Remote,8.539419816993238
701,U0701,Developer,Tech,Mid,Bug Fixing,Gemini,39.4,10.9,6,27.3,Daily,Germany,Remote,10.758103546366407
702,U0702,Manager,Management,Mid,Strategy,Gemini,44.9,7.7,4,17.0,Occasional,India,Hybrid,7.152436078083107
703,U0703,Manager,Management,Mid,Email Drafting,ChatGPT,40.8,8.2,4,23.9,Daily,USA,Remote,8.763901102575199
704,U0704,Manager,Management,Junior,Email Drafting,Copilot,38.8,9.7,4,18.2,Daily,USA,Remote,7.414015841265176
705,U0705,Developer,Tech,Senior,Code Review,Copilot,44.8,10.1,4,25.7,Daily,USA,Remote,9.304346730600649
706,U0706,Marketing Specialist,Marketing,Senior,Email Drafting,ChatGPT,43.2,12.5,6,31.8,Daily,USA,Hybrid,11.929122444845284
707,U0707,Developer,Tech,Senior,Code Review,Copilot,39.5,7.6,4,13.6,Daily,UK,Hybrid,6.4784442963464
708,U0708,HR Specialist,HR,Senior,Job Description Writing,ChatGPT,44.0,8.9,5,26.0,Daily,Japan,Office,9.974484034483364
709,U0709,HR Specialist,HR,Mid,Job Description Writing,Other,42.9,8.6,2,25.3,Daily,UK,Office,7.89071780625675
710,U0710,HR Specialist,HR,Mid,Email Drafting,ChatGPT,41.3,6.6,3,17.5,Weekly,Australia,Hybrid,6.669135298779183
711,U0711,HR Specialist,HR,Junior,Job Description Writing,Other,48.0,5.1,3,17.8,Daily,Japan,Hybrid,6.720523971810111
712,U0712,Data Analyst,Tech,Mid,Report Writing,ChatGPT,41.5,9.6,5,25.5,Weekly,USA,Hybrid,9.737647758898454
713,U0713,Developer,Tech,Mid,Documentation,ChatGPT,45.9,9.7,6,25.4,Daily,Germany,Remote,10.314366800491772
714,U0714,HR Specialist,HR,Mid,Email Drafting,Copilot,40.4,13.1,7,32.9,Daily,USA,Office,12.666032825583628
715,U0715,Designer,Marketing,Junior,Copywriting,Notion AI,48.0,8.8,5,23.4,Daily,USA,Remote,9.228526858193
716,U0716,Marketing Specialist,Marketing,Mid,Copywriting,Notion AI,46.0,11.2,5,26.9,Daily,Germany,Hybrid,10.06461167691134
717,U0717,HR Specialist,HR,Mid,Email Drafting,Gemini,41.1,11.6,6,29.9,Daily,Germany,Hybrid,11.365322251247484
718,U0718,Financial Analyst,Finance,Mid,Forecasting,ChatGPT,40.3,4.6,2,16.6,Occasional,Germany,Hybrid,5.858870601462373
719,U0719,HR Specialist,HR,Mid,Job Description Writing,ChatGPT,41.7,3.0,1,8.5,Weekly,USA,Hybrid,3.3670771829364226
720,U0720,Data Analyst,Tech,Mid,Report Writing,ChatGPT,35.9,7.8,3,22.2,Daily,UK,Office,7.766799880679594
721,U0721,Marketing Specialist,Marketing,Mid,Email Drafting,Notion AI,42.1,9.6,5,24.5,Daily,USA,Hybrid,9.504102103174962
722,U0722,Data Analyst,Tech,Junior,Query Generation,Gemini,35.6,6.7,4,17.1,Weekly,India,Remote,7.1571156199693355
723,U0723,Developer,Tech,Junior,Documentation,Gemini,50.3,10.7,6,30.3,Weekly,Japan,Hybrid,11.440065489850761
724,U0724,Manager,Management,Junior,Strategy,Other,44.9,3.7,1,12.1,Occasional,USA,Remote,4.18916651985487
725,U0725,Developer,Tech,Mid,Documentation,ChatGPT,41.3,4.7,3,17.0,Occasional,USA,Remote,6.552362470917438
726,U0726,Financial Analyst,Finance,Junior,Forecasting,Copilot,44.7,9.8,4,23.2,Daily,USA,Office,8.581744119882634
727,U0727,Data Analyst,Tech,Senior,Visualization,ChatGPT,45.3,12.1,6,32.5,Daily,Australia,Remote,12.092604403851729
728,U0728,Data Analyst,Tech,Senior,Query Generation,ChatGPT,41.0,7.9,5,20.8,Daily,USA,Remote,8.760046624721209
729,U0729,Financial Analyst,Finance,Mid,Forecasting,Gemini,44.5,9.8,4,25.2,Daily,Germany,Office,9.067510455015737
730,U0730,Developer,Tech,Junior,Bug Fixing,Copilot,39.3,8.5,4,17.3,Weekly,USA,Hybrid,7.203824751114033
731,U0731,Designer,Marketing,Junior,Image Generation,Gemini,45.9,9.1,6,21.6,Daily,India,Remote,9.408218285056385
732,U0732,HR Specialist,HR,Mid,Job Description Writing,ChatGPT,42.8,6.3,4,14.0,Weekly,USA,Hybrid,6.451799110912631
733,U0733,Marketing Specialist,Marketing,Junior,Copywriting,Gemini,43.4,8.1,5,20.9,Daily,Germany,Hybrid,8.644662718884272
734,U0734,Developer,Tech,Senior,Bug Fixing,Other,42.2,9.5,5,25.8,Weekly,USA,Hybrid,9.927774903338666
735,U0735,Manager,Management,Junior,Strategy,Notion AI,41.6,6.8,2,18.6,Weekly,USA,Office,6.307286889223235
736,U0736,Marketing Specialist,Marketing,Mid,Market Research,Gemini,31.5,7.7,6,19.4,Weekly,India,Remote,8.913092866150823
737,U0737,Manager,Management,Mid,Report Writing,Copilot,47.3,6.4,3,19.0,Daily,USA,Remote,7.019453782364421
738,U0738,Designer,Marketing,Mid,Copywriting,ChatGPT,30.0,13.3,6,32.8,Daily,USA,Hybrid,12.04260465284561
739,U0739,Developer,Tech,Junior,Coding Help,Copilot,42.0,8.5,5,24.8,Weekly,USA,Hybrid,9.555490776205888
740,U0740,Financial Analyst,Finance,Junior,Data Analysis,Other,44.2,8.5,1,22.2,Daily,USA,Office,6.547977642662136
741,U0741,Financial Analyst,Finance,Senior,Data Analysis,Copilot,45.3,6.7,2,15.3,Weekly,Japan,Remote,5.675324696744999
742,U0742,HR Specialist,HR,Mid,Email Drafting,Gemini,44.3,6.3,5,14.7,Daily,USA,Office,7.215354677084744
743,U0743,Marketing Specialist,Marketing,Junior,Copywriting,ChatGPT,42.6,9.1,5,26.9,Daily,USA,Hybrid,10.04593665322522
744,U0744,Designer,Marketing,Senior,Ideation,Gemini,38.5,11.0,5,30.0,Daily,USA,Hybrid,10.908666657377331
745,U0745,Marketing Specialist,Marketing,Senior,Copywriting,Notion AI,39.0,8.3,5,23.5,Weekly,USA,Hybrid,9.390619895174636
746,U0746,Financial Analyst,Finance,Junior,Report Writing,Copilot,42.3,3.9,2,10.5,Occasional,Australia,Hybrid,4.415567077862953
747,U0747,Developer,Tech,Junior,Bug Fixing,Notion AI,32.7,2.6,2,8.0,Occasional,India,Hybrid,3.8317029385542245
748,U0748,Manager,Management,Mid,Report Writing,Gemini,46.1,9.2,4,19.8,Daily,India,Remote,7.806363914108883
749,U0749,Manager,Management,Mid,Report Writing,Gemini,47.8,4.3,4,1.0,Occasional,Germany,Hybrid,3.415705586507242
750,U0750,Designer,Marketing,Junior,Asset Creation,ChatGPT,49.4,12.1,6,30.9,Daily,UK,Hybrid,11.580192883284855
751,U0751,Developer,Tech,Mid,Coding Help,Copilot,33.8,7.4,3,19.4,Daily,UK,Hybrid,7.112872044653818
752,U0752,Data Analyst,Tech,Mid,Report Writing,Copilot,39.4,7.8,4,17.3,Daily,India,Hybrid,7.222499774800154
753,U0753,Developer,Tech,Mid,Documentation,ChatGPT,35.3,8.6,4,24.4,Weekly,USA,Office,8.880673930436943
754,U0754,HR Specialist,HR,Junior,Email Drafting,ChatGPT,38.3,7.1,4,21.2,Occasional,India,Hybrid,8.11465280843565
755,U0755,Designer,Marketing,Mid,Asset Creation,ChatGPT,45.1,9.7,5,26.5,Daily,Japan,Remote,9.971193414621945
756,U0756,Designer,Marketing,Junior,Copywriting,Gemini,41.8,5.3,5,14.5,Weekly,USA,Remote,7.149970522253925
757,U0757,Data Analyst,Tech,Mid,Visualization,ChatGPT,39.7,3.0,1,7.1,Occasional,Germany,Remote,3.0401132649235345
758,U0758,Financial Analyst,Finance,Senior,Data Analysis,Other,42.8,3.7,1,7.2,Weekly,USA,Remote,3.183531278219048
759,U0759,Marketing Specialist,Marketing,Mid,Copywriting,Notion AI,36.5,7.6,5,21.9,Daily,Japan,Remote,8.896883398293884
760,U0760,HR Specialist,HR,Mid,Report Writing,ChatGPT,43.6,7.6,2,20.5,Daily,Japan,Office,6.76969865878399
761,U0761,Marketing Specialist,Marketing,Mid,Ideation,Gemini,46.2,4.1,2,7.8,Occasional,USA,Remote,3.8036688310956475
762,U0762,Data Analyst,Tech,Mid,Query Generation,ChatGPT,32.3,7.8,4,19.8,Daily,Germany,Remote,7.806363914108883
763,U0763,Marketing Specialist,Marketing,Mid,Email Drafting,ChatGPT,43.8,5.3,3,13.8,Weekly,Japan,Remote,5.805016372602266
764,U0764,Financial Analyst,Finance,Mid,Email Drafting,Copilot,42.1,10.9,6,28.3,Daily,Germany,Office,10.9916492020899
765,U0765,Designer,Marketing,Senior,Image Generation,Gemini,39.2,10.8,7,29.1,Daily,USA,Hybrid,11.898622781557526
766,U0766,Marketing Specialist,Marketing,Junior,Email Drafting,Gemini,42.0,6.2,4,10.8,Occasional,India,Hybrid,5.6857779889113385
767,U0767,Manager,Management,Senior,Email Drafting,Other,40.6,11.4,6,24.6,Weekly,India,Office,10.247593723636145
768,U0768,Manager,Management,Mid,Strategy,Copilot,48.2,9.2,4,29.0,Daily,USA,Hybrid,9.954983946765005
769,U0769,HR Specialist,HR,Mid,Policy Q&A,Notion AI,39.6,6.9,4,20.1,Weekly,USA,Office,7.876427610825931
770,U0770,Developer,Tech,Mid,Code Review,Copilot,46.5,9.8,5,25.8,Daily,USA,Hybrid,9.8077114556155
771,U0771,Developer,Tech,Junior,Code Review,Copilot,31.3,7.1,4,15.3,Weekly,Germany,Hybrid,6.73673343966705
772,U0772,Financial Analyst,Finance,Junior,Forecasting,Copilot,43.7,9.8,5,17.2,Occasional,USA,Office,7.780543792707352
773,U0773,Developer,Tech,Junior,Coding Help,Copilot,42.9,17.3,9,43.6,Daily,India,Hybrid,16.346443532470204
774,U0774,Data Analyst,Tech,Junior,Data Analysis,ChatGPT,32.6,9.6,6,20.2,Daily,USA,Office,9.081254367043496
775,U0775,Financial Analyst,Finance,Senior,Data Analysis,Copilot,47.3,7.1,4,15.6,Weekly,USA,Office,6.945535607793383
776,U0776,Financial Analyst,Finance,Mid,Data Analysis,Copilot,39.6,3.4,2,7.4,Occasional,USA,Office,3.7102505688062504
777,U0777,Financial Analyst,Finance,Junior,Forecasting,Gemini,38.7,6.4,5,17.5,Weekly,India,Remote,7.8506074894244
778,U0778,Marketing Specialist,Marketing,Mid,Email Drafting,Gemini,41.8,8.7,5,16.9,Daily,USA,Hybrid,7.729155119676426
779,U0779,Manager,Management,Mid,Report Writing,Notion AI,50.6,9.2,6,20.1,Daily,Japan,Hybrid,9.076574825157268
780,U0780,HR Specialist,HR,Mid,Policy Q&A,ChatGPT,37.9,7.5,4,16.8,Daily,Germany,Hybrid,7.105726946938408
781,U0781,Marketing Specialist,Marketing,Junior,Market Research,ChatGPT,39.4,7.5,4,22.1,Weekly,India,Remote,8.324843898586794
782,U0782,Developer,Tech,Senior,Coding Help,Gemini,34.7,12.8,7,27.3,Daily,UK,Remote,11.47824060125524
783,U0783,Manager,Management,Mid,Report Writing,ChatGPT,43.8,9.4,5,23.6,Daily,USA,Hybrid,9.29391101302382
784,U0784,HR Specialist,HR,Mid,Email Drafting,ChatGPT,42.6,4.7,3,8.2,Daily,Germany,Office,4.497160700550712
785,U0785,Manager,Management,Mid,Strategy,ChatGPT,41.2,6.2,3,13.8,Weekly,India,Remote,5.805016372602266
786,U0786,Financial Analyst,Finance,Mid,Email Drafting,ChatGPT,42.6,10.0,6,22.9,Daily,USA,Hybrid,9.730502661183044
787,U0787,Developer,Tech,Junior,Documentation,ChatGPT,35.1,5.8,3,9.1,Daily,UK,Remote,4.688676767015734
788,U0788,Marketing Specialist,Marketing,Junior,Email Drafting,Notion AI,44.4,11.3,6,28.3,Weekly,UK,Office,10.972974178403778
789,U0789,Marketing Specialist,Marketing,Senior,Copywriting,Gemini,39.9,9.8,6,22.6,Daily,Japan,Hybrid,9.780502412189161
790,U0790,Manager,Management,Junior,Strategy,Gemini,42.6,10.0,6,27.3,Occasional,UK,Remote,10.739428522680285
791,U0791,Developer,Tech,Mid,Coding Help,Copilot,38.0,5.4,3,12.6,Weekly,USA,Hybrid,5.524761585734075
792,U0792,Data Analyst,Tech,Mid,Query Generation,Gemini,38.5,8.4,5,16.0,Daily,India,Remote,7.518964029525284
793,U0793,HR Specialist,HR,Junior,Job Description Writing,Gemini,36.0,4.8,4,10.0,Daily,USA,Hybrid,5.498941464332545
794,U0794,Designer,Marketing,Junior,Ideation,Notion AI,31.4,9.5,6,20.7,Daily,USA,Hybrid,9.198027194905242
795,U0795,Manager,Management,Senior,Strategy,Notion AI,47.0,5.8,4,14.2,Occasional,USA,Office,6.618571689780495
796,U0796,Developer,Tech,Mid,Coding Help,Copilot,34.4,10.2,5,27.2,Daily,India,Hybrid,10.134675373628388
797,U0797,Developer,Tech,Mid,Code Review,Copilot,43.4,10.5,5,23.2,Daily,Germany,Remote,9.200492750734423
798,U0798,Designer,Marketing,Mid,Asset Creation,Gemini,46.0,11.7,6,27.8,Daily,Germany,Hybrid,10.874876374228153
799,U0799,Financial Analyst,Finance,Junior,Data Analysis,Gemini,44.8,8.0,6,15.3,Daily,USA,Hybrid,7.936880653998387
800,U0800,Marketing Specialist,Marketing,Mid,Email Drafting,Gemini,40.0,14.3,8,34.4,Daily,India,Remote,13.616424916334534
801,U0801,Data Analyst,Tech,Junior,Query Generation,ChatGPT,34.5,6.2,2,16.1,Weekly,UK,Remote,5.723422749914507
802,U0802,Developer,Tech,Mid,Code Review,ChatGPT,43.4,7.6,4,18.5,Daily,Japan,Remote,7.502754561668344
803,U0803,Designer,Marketing,Junior,Ideation,Notion AI,46.9,8.9,4,26.9,Weekly,USA,Remote,9.445863046059552
804,U0804,Marketing Specialist,Marketing,Junior,Copywriting,Other,39.3,7.0,3,22.1,Weekly,India,Office,7.724770291421125
805,U0805,Designer,Marketing,Junior,Image Generation,Other,45.9,8.8,3,23.4,Daily,Australia,Remote,8.028379643861662
806,U0806,HR Specialist,HR,Junior,Report Writing,ChatGPT,43.4,8.7,5,20.1,Daily,India,Hybrid,8.457826194305479
807,U0807,Financial Analyst,Finance,Mid,Report Writing,ChatGPT,45.4,10.1,5,25.2,Daily,USA,Remote,9.667584062181406
808,U0808,Manager,Management,Mid,Scheduling,Gemini,40.7,5.1,5,6.2,Weekly,Australia,Hybrid,5.230216603435066
809,U0809,Developer,Tech,Junior,Documentation,Notion AI,47.5,5.4,3,14.5,Daily,USA,Remote,5.949823307922588
810,U0810,Marketing Specialist,Marketing,Junior,Copywriting,Notion AI,45.4,11.2,6,29.4,Daily,Germany,Hybrid,11.229874399699618
811,U0811,Financial Analyst,Finance,Mid,Data Analysis,ChatGPT,44.5,10.1,6,22.8,Daily,USA,Office,9.707148095610695
812,U0812,Designer,Marketing,Mid,Ideation,ChatGPT,39.9,10.8,5,22.1,Daily,USA,Hybrid,8.943592529438583
813,U0813,Designer,Marketing,Mid,Image Generation,Copilot,38.3,8.0,5,19.0,Daily,UK,Remote,8.219600996695759
814,U0814,Manager,Management,Mid,Strategy,Other,40.3,9.7,4,23.2,Daily,Germany,Hybrid,8.600419143568754
815,U0815,Data Analyst,Tech,Senior,Query Generation,ChatGPT,38.9,6.1,3,10.5,Occasional,USA,Hybrid,5.1543791564379084
816,U0816,Data Analyst,Tech,Mid,Report Writing,Gemini,48.3,6.6,4,16.5,Occasional,Germany,Remote,7.0356632502213605
817,U0817,Developer,Tech,Mid,Documentation,ChatGPT,47.7,9.3,5,20.3,Daily,Japan,Hybrid,8.523210349136297
818,U0818,Data Analyst,Tech,Mid,Report Writing,Notion AI,47.4,10.6,7,22.7,Daily,India,Remote,10.283867137204014
819,U0819,Developer,Tech,Mid,Code Review,ChatGPT,44.2,9.2,5,20.4,Weekly,UK,Office,8.546564914708647
820,U0820,Marketing Specialist,Marketing,Senior,Ideation,Gemini,36.8,10.8,7,26.1,Daily,USA,Office,11.197985814387051
821,U0821,Developer,Tech,Junior,Bug Fixing,Copilot,30.9,9.6,4,25.3,Daily,USA,Remote,9.072189996901965
822,U0822,Data Analyst,Tech,Mid,Report Writing,Gemini,45.2,7.7,6,15.5,Daily,UK,Remote,8.002264808829207
823,U0823,Data Analyst,Tech,Mid,Query Generation,Gemini,37.8,9.5,5,25.5,Daily,India,Hybrid,9.737647758898454
824,U0824,Manager,Management,Senior,Email Drafting,ChatGPT,45.9,9.5,4,24.9,Daily,Australia,Hybrid,9.117510206021855
825,U0825,Financial Analyst,Finance,Mid,Report Writing,Notion AI,39.4,10.7,5,22.3,Daily,USA,Office,8.990301660583281
826,U0826,Marketing Specialist,Marketing,Mid,Copywriting,Gemini,43.4,11.2,7,29.0,Daily,Germany,Hybrid,11.755204768262011
827,U0827,Financial Analyst,Finance,Mid,Report Writing,Other,40.6,3.9,1,7.6,Weekly,USA,Office,3.15688609278528
828,U0828,Financial Analyst,Finance,Senior,Email Drafting,ChatGPT,40.1,7.1,3,15.2,Weekly,India,Hybrid,6.252043738338319
829,U0829,Financial Analyst,Finance,Senior,Report Writing,Copilot,40.1,13.8,8,37.1,Daily,India,Office,14.367061634511128
830,U0830,Financial Analyst,Finance,Senior,Report Writing,ChatGPT,42.2,13.1,7,30.0,Daily,Australia,Office,12.108813871708668
831,U0831,Financial Analyst,Finance,Junior,Email Drafting,Gemini,40.1,7.0,5,18.4,Daily,USA,Hybrid,8.060798579575541
832,U0832,Data Analyst,Tech,Mid,Visualization,ChatGPT,33.9,9.3,5,25.1,Daily,India,Hybrid,9.644229496609057
833,U0833,Financial Analyst,Finance,Junior,Email Drafting,ChatGPT,42.2,5.0,3,12.4,Daily,Japan,Office,5.459377430903256
834,U0834,HR Specialist,HR,Mid,Report Writing,Notion AI,42.3,6.9,4,17.3,Daily,USA,Office,7.222499774800154
835,U0835,Marketing Specialist,Marketing,Senior,Market Research,Gemini,40.9,12.5,8,32.6,Daily,USA,Remote,13.316106183755416
836,U0836,Developer,Tech,Senior,Code Review,ChatGPT,37.7,12.4,7,31.3,Daily,UK,Hybrid,12.412423224149208
837,U0837,Manager,Management,Junior,Scheduling,Copilot,44.1,8.8,5,27.5,Daily,USA,Office,10.186064046659315
838,U0838,Designer,Marketing,Mid,Ideation,Gemini,36.3,9.5,5,26.2,Daily,USA,Hybrid,9.901129717904897
839,U0839,Marketing Specialist,Marketing,Mid,Market Research,Notion AI,47.9,4.7,3,9.5,Occasional,USA,Hybrid,4.800770052991251
840,U0840,Data Analyst,Tech,Mid,Visualization,Gemini,38.6,5.8,4,13.1,Occasional,India,Hybrid,6.24160802076149
